Título¢Link 1¢Link 2¢Descrição
EDITAL Nº 14/2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-no-14-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4992313&id_orgao_publicacao=0¢Descrição não encontrada
Edital nº 06/2024 - Processo seletivo 2024/2¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-no-06-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4568321&id_orgao_publicacao=0¢Descrição não encontrada
Edital 08/2023 - Processo seletivo 2024/1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-08-2023-processo-seletivo-2024-1¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4238603&id_orgao_publicacao=0¢Descrição não encontrada
Edital 05/2023 - Processo seletivo 2023/2¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-05-2023-processo-seletivo-2023-2¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3761137&id_orgao_publicacao=0¢Descrição não encontrada
Edital 04/2023¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-04-2023¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3663094&id_orgao_publicacao=0¢Descrição não encontrada
Edital 11/2022 - Processo seletivo 2023/1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-11-2022-processo-seletivo-2023-1¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3337579&id_orgao_publicacao=0¢Descrição não encontrada
Edital 08/2022 - Processo seletivo 2022/2¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-08-2022¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2942247&id_orgao_publicacao=0¢Descrição não encontrada
Edital Nº 01/2022  - Credenciamento de Docentes Permantes¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-no-01-2022-credenciamento-de-docentes-permanentes-2¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2737369&id_orgao_publicacao=0¢Descrição não encontrada
Edital 12/2021 - Edital de Seleção 2022-1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-de-selecao-2022-1¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2540320&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Seleção 2021-2¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-07-2021-edital-de-selecao-2021-2¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2209162&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Seleção de Candidatos para realização de Estágio Pós-Doutoral voluntário¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-04-2021-edital-de-selecao-de-candidatos-para-realizacao-de-estagio-pos-doutoral-voluntario¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2132458&id_orgao_publicacao=0¢Descrição não encontrada
Edital 03/2020 - Edital de Seleção 2021-1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-de-selecao-para-o-programa-de-pos-graduacao-em-quimica¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1795286&id_orgao_publicacao=0¢Descrição não encontrada
Edital 07/2019 - Edital de Seleção 2020-1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/ppgq-selecao-para-mestrado-2020.2¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1246078&id_orgao_publicacao=0¢Descrição não encontrada
Processo de seleção de bolsista de pós-doutorado (PNPD/CAPES)¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/processo-de-selecao-de-bolsista-de-pos-doutorado-programa-nacional-de-pos-doutorado-pnpd-capes¢https://sei.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/processo-de-selecao-de-bolsista-de-pos-doutorado-programa-nacional-de-pos-doutorado-pnpd-capes/@@download/arquivo_edital¢Descrição não encontrada
Homologação das Inscrições para o Processo Seletivo¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/homologacao-das-inscricoes-para-o-processo-seletivo¢https://sei.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/homologacao-das-inscricoes-para-o-processo-seletivo/@@download/arquivo_edital¢Descrição não encontrada
Edital 1/2019 - PPGQ - Seleção para mestrado 2019.2¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-1-2019-ppgq-selecao-para-mestrado-2019.1¢https://sei.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/edital-1-2019-ppgq-selecao-para-mestrado-2019.1/@@download/arquivo_edital¢Descrição não encontrada
Seleção para mestrado 2019.1¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/selecao-para-mestrado-2019.1¢https://sei.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgq-ct/editais/selecao-para-mestrado-2019.1/@@download/arquivo_edital¢Descrição não encontrada
