Título¢Link 1¢Link 2¢Descrição
Edital do Programa Institucional de Pós-Doutorado - CAPES¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-do-programa-institucional-de-pos-doutorado-capes¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4981622&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Seleção de Mestrado 03/2024 - Início em 2025¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-de-selecao-de-mestrado-03-2024-inicio-em-2025¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4891285&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Bolsas de Doutorado (reabertura)¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-de-bolsas-de-doutorado-reabertura¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4630767&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Seleção de Mestrado 2024 (Prorrogado até 30/08)¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-de-selecao-de-mestrado-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4766489&id_orgao_publicacao=0¢Descrição não encontrada
Edital do Prêmio CAPES de Tese¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-do-premio-capes-de-tese¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4480071&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Bolsas de Doutorado - 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-de-bolsas-de-doutorado¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4403699&id_orgao_publicacao=0¢Descrição não encontrada
Edital de Bolsas de Mestrado - 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-de-bolsas-de-mestrado¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4403709&id_orgao_publicacao=0¢Descrição não encontrada
EDITAL 01 - 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/edital-01-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4350111&id_orgao_publicacao=0¢Descrição não encontrada
Doutorado¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/cpgei-ct/editais/doutorado-2021¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2287567&id_orgao_publicacao=0¢Descrição não encontrada
