Título¢Link 1¢Link 2¢Descrição
Concessão de Bolsa¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/profmat-ct/editais/edital-concessao-de-bolsas-profmat-2023¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3908368&id_orgao_publicacao=0¢Descrição não encontrada
Resultado Edital de Bolsas 2023¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/cursos/coordenacoes/stricto-sensu/profmat-ct/editais/resultado-edital-de-bolsas-2023¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3952224&id_orgao_publicacao=0¢Descrição não encontrada
