Título¢Link 1¢Link 2¢Descrição
Bolsas - edital para formação de lista¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/bolsas-edital-para-formacao-de-lista¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4855112&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Processo Seletivo 2025 - 1º semestre¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/processo-seletivo-2025-1o-semestre¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4751743&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Processo Seletivo 2024 - 1º Semestre¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-05-2023-ppgel-processo-seletivo-2024-1o-semestre¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3935000&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital Residência Pós-doutoral¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-residencia-pos-doutoral¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3789951&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital de Credenciamento Docente¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-credenciamento-docente¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3783827&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Processo Seletivo 2023 - 2º Semestre¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/processo-seletivo-2023-2o-semestre¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3629700&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital Bolsas de Mestrado 2023¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-bolsas-de-mestrado-2023-2¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3620685&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital de Seleção para ingresso no mestrado no 1º semestre de 2023¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-selecao-para-ingresso-no-mestrado-no-1o-semestre-de-2023¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3230395&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 01/2022 – Formação de lista para concessão de bolsas¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-01-2022-2013-formacao-de-lista-para-concessao-de-bolsas¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2905084&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital de Credenciamento Docente PPGEL - 2021¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-credenciamento-docente-ppgel¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2444826&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital de Recredenciamento de Docentes Permanentes do PPGEL¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-recredenciamento-docente-ppgel¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2398459&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Seleção para o ingresso no mestrado no 1º semestre de 2022¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/selecao-para-o-ingresso-no-mestrado-no-1o-semestre-de-2022¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2340748&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Chamada para seleção de participante externo¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/chamada-para-selecao-de-participante-externo¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2217170&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital para seleção de bolsistas¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-para-selecao-de-bolsistas¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2056111&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital de seleção de participante externo¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/edital-de-selecao-de-participante-externo-3¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2035801&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Seleção para ingresso no mestrado no 1º semestre de 2021¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/selecao-para-ingresso-no-mestrado-no-1o-semestre-de-2021¢https://sei.utfpr.edu.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=acompanhamento_listar&acao_retorno=acompanhamento_listar&id_procedimento=1678817&infra_sistema=100000100&infra_unidade_atual=110000187&infra_hash=312db200988caa7b2e71a9d10a0029c0c1b6b55b02fb89cf0a58365fe5c59862¢Descrição não encontrada¢Cronograma não encontrado¢
Seleção de bolsista CAPES Demanda Social¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgel-ct/editais/selecao-de-bolsista-capes-demanda-social¢https://sei.utfpr.edu.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=acompanhamento_listar&acao_retorno=acompanhamento_listar&id_procedimento=1426845&infra_sistema=100000100&infra_unidade_atual=110000187&infra_hash=bda41dd4e275b0d8b1cc87292f252f89b98b6b59a328aaf099642370b100c200¢Descrição não encontrada¢Cronograma não encontrado¢
