Título¢Link 1¢Link 2¢Descrição
EDITAL BOLSAS DE INICIAÇÃO CIENTÍFICA - FUNDAÇÃO ARAUCÁRIA¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-bolsas-de-iniciacao-cientifica-fundacao-araucaria¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4602403&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 06/2024 - PROPPG - Programa de Doutorado Sanduíche no Exterior (PDSE/CAPES)¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-06-2024-proppg-programa-de-doutorado-sanduiche-no-exterior-pdse-capes¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4520842&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
EDITAL PPGEM-CT 20/2024 - BOLSA DE INICIAÇÃO CIENTÍFICA - NAPI-TA - FUNDAÇÃO ARAUCÁRIA¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-bolsa-de-iniciacao-cientifica-napi-ta-fundacao-araucaria¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4380746&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 08/2023 - PPGEM-CT -  Recredenciamento de Professores para 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-08-2023-ppgem-ct-recredenciamento-de-professores-para-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4148643&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 07/2023 - PPGEM-CT - Seleção Doutorado ingresso 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-07-2023-ppgem-ct-selecao-doutorado-ingresso-2024¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4169329&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 06/2023 - PPGEM-CT - Seleção Mestrado ingresso 2024¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-06-2023-ppgem-ct-selecao-mestrado-ingresso-2024-1¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4169216&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital 13/2023 - 1R - PPGEM-CT - Credenciamento de Novos Docentes do Programa¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-13-2023-1r-ppgem-ct-credenciamento-de-novos-docentes-do-programa¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4162584&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital PPGEM-CT 09/2023 - 1R - Bolsas de Mestrado para 2023¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-ppgem-ct-09-2023-1r-bolsas-de-mestrado-para-2023¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3833828&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital PPGEM-CT 22/2023 - Bolsa de Pós-Doutorado Jr - Fundação Araucária¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-ppgem-ct-22-2023-bolsa-de-pos-doutorado-jr-fundacao-araucaria¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3888045&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
Edital PPGEM-CT 01/2023 - Pós-Doutorado Voluntário¢https://www.utfpr.edu.br/cursos/coordenacoes/stricto-sensu/ppgem-ct/editais/edital-ppgem-ct-01-2023-pos-doutorado-voluntario¢https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3713582&id_orgao_publicacao=0¢Descrição não encontrada¢Cronograma não encontrado¢
